time,date,subj,trial,game_id,cellorder,upper_left,upper_right,lower_left,lower_right,pressedkey,chosen_cells,play
1354454698.727,"2012-12-02 13:25:05",014384,43,3063,3210,"[0, 0]","[30, 60]","[60, 30]","[30, 30]",right,"2,0",NULL
1354454705.943,"2012-12-02 13:25:10",014384,44,4031,0123,"[50, 50]","[80, 10]","[10, 80]","[40, 40]",right,"1,3",NULL
1354454710.784,"2012-12-02 13:25:17",014384,45,1083,0123,"[50, 50]","[60, 30]","[30, 60]","[20, 20]",left,"0,2",NULL
1354454717.191,"2012-12-02 13:25:22",014384,46,4134,3210,"[40, 40]","[30, 20]","[20, 30]","[50, 50]",right,"2,0",NULL
1354454722.94,"2012-12-02 13:25:28",014384,47,4063,1032,"[80, 70]","[50, 50]","[40, 40]","[70, 80]",right,"0,2",NULL
1354454728.172,"2012-12-02 13:25:37",014384,48,1011,1032,"[60, 30]","[50, 50]","[40, 40]","[30, 60]",left,"1,3",NULL
1354454737.104,"2012-12-02 13:25:52",014384,49,4053,3210,"[40, 40]","[50, 80]","[80, 50]","[50, 50]",left,"3,1",NULL
1354454752.675,"2012-12-02 13:26:44",014384,50,1021,3210,"[60, 60]","[30, 60]","[60, 30]","[50, 50]",left,"3,1",NULL
1354454804.384,"2012-12-02 13:26:48",014384,51,1073,3210,"[0, 0]","[30, 60]","[60, 30]","[50, 50]",right,"2,0",NULL
1354454808.351,"2012-12-02 13:26:52",014384,52,3031,0123,"[30, 30]","[60, 30]","[30, 60]","[60, 60]",right,"1,3",NULL
1354454812.1,"2012-12-02 13:27:00",014384,53,2144,0123,"[90, 90]","[60, 10]","[10, 60]","[40, 40]",right,"1,3",NULL
1354454820.257,"2012-12-02 13:27:09",014384,54,1134,0123,"[50, 50]","[20, 30]","[30, 20]","[40, 40]",left,"0,2",NULL
1354454829.656,"2012-12-02 13:27:20",014384,55,2083,0123,"[50, 50]","[60, 50]","[50, 60]","[40, 40]",right,"1,3",NULL
1354454840.695,"2012-12-02 13:27:25",014384,56,1122,2301,"[30, 20]","[20, 20]","[50, 50]","[20, 30]",left,"2,0",NULL
1354454845.136,"2012-12-02 13:27:29",014384,57,3021,3210,"[60, 60]","[30, 60]","[60, 30]","[50, 50]",left,"3,1",NULL
1354454849.335,"2012-12-02 13:27:34",014384,58,3164,2301,"[30, 60]","[40, 40]","[70, 70]","[60, 30]",left,"2,0",NULL
1354454854.151,"2012-12-02 13:27:38",014384,59,4164,3210,"[40, 40]","[30, 40]","[40, 30]","[50, 50]",left,"3,1",NULL
1354454858.5,"2012-12-02 13:28:23",014384,60,2154,3210,"[40, 40]","[10, 60]","[60, 10]","[70, 70]",left,"3,1",NULL
1354454903.16,"2012-12-02 13:28:26",014384,61,3102,2301,"[30, 60]","[0, 0]","[70, 70]","[60, 30]",left,"2,0",NULL
1354454906.643,"2012-12-02 13:28:30",014384,62,4122,3210,"[40, 40]","[50, 20]","[20, 50]","[50, 50]",right,"2,0",NULL
1354454910.125,"2012-12-02 13:28:36",014384,63,1092,1032,"[40, 30]","[50, 50]","[20, 20]","[30, 40]",right,"0,2",NULL
1354460180.319,"2012-12-02 15:00:54",015720,0,4164,1032,"[40, 30]","[50, 50]","[40, 40]","[30, 40]",down,"3,2",NULL
1354460454.614,"2012-12-02 15:01:05",015720,1,2144,1032,"[60, 10]","[90, 90]","[40, 40]","[10, 60]",down,"3,2",NULL
1354460465.317,"2012-12-02 15:01:21",015720,2,1164,3210,"[40, 40]","[30, 40]","[40, 30]","[50, 50]",up,"3,2",NULL
1354460482.047,"2012-12-02 15:01:29",015720,3,4102,3210,"[40, 40]","[70, 40]","[40, 70]","[50, 50]",down,"1,0",NULL
1354460489.762,"2012-12-02 15:01:39",015720,4,2021,3210,"[40, 40]","[10, 60]","[60, 10]","[50, 50]",up,"3,2",NULL
1354460499.46,"2012-12-02 15:01:49",015720,5,4112,3210,"[40, 40]","[70, 20]","[20, 70]","[50, 50]",down,"1,0",NULL
1354460510.034,"2012-12-02 15:01:58",015720,6,3063,0123,"[30, 30]","[60, 30]","[30, 60]","[0, 0]",down,"2,3",NULL
1354460518.291,"2012-12-02 15:02:05",015720,7,3122,0123,"[90, 90]","[60, 30]","[30, 60]","[20, 20]",down,"2,3",NULL
1354460525.434,"2012-12-02 15:02:12",015720,8,1053,0123,"[50, 50]","[80, 30]","[30, 80]","[20, 20]",down,"2,3",NULL
1354460532.875,"2012-12-02 15:02:20",015720,9,1063,1032,"[80, 30]","[50, 50]","[0, 0]","[30, 80]",down,"3,2",NULL
1354460540.916,"2012-12-02 15:03:20",015720,10,2041,3210,"[40, 40]","[30, 60]","[60, 30]","[30, 30]",up,"3,2",NULL
1354460600.605,"2012-12-02 15:03:30",015720,11,4134,0123,"[50, 50]","[20, 30]","[30, 20]","[40, 40]",up,"0,1",NULL
1354460610.728,"2012-12-02 15:03:38",015720,12,2102,2301,"[70, 60]","[40, 40]","[70, 70]","[60, 70]",down,"0,1",NULL
1354460618.244,"2012-12-02 15:03:45",015720,13,2083,2301,"[50, 60]","[40, 40]","[50, 50]","[60, 50]",up,"2,3",NULL
1354460625.934,"2012-12-02 15:03:52",015720,14,4031,2301,"[10, 80]","[40, 40]","[50, 50]","[80, 10]",up,"2,3",NULL
1354460632.495,"2012-12-02 15:04:01",015720,15,2154,1032,"[60, 10]","[70, 70]","[40, 40]","[10, 60]",down,"3,2",NULL
1354460641.319,"2012-12-02 15:04:07",015720,16,4041,1032,"[80, 30]","[50, 50]","[40, 40]","[30, 80]",down,"3,2",NULL
1354460647.733,"2012-12-02 15:04:16",015720,17,4154,2301,"[10, 40]","[40, 40]","[50, 50]","[40, 10]",up,"2,3",NULL
1354460656.875,"2012-12-02 15:04:23",015720,18,1073,1032,"[60, 30]","[50, 50]","[0, 0]","[30, 60]",down,"3,2",NULL
1354460663.227,"2012-12-02 15:04:37",015720,19,4011,1032,"[60, 30]","[50, 50]","[40, 40]","[30, 60]",down,"3,2",NULL
1354460677.683,"2012-12-02 15:05:34",015720,20,4083,2301,"[50, 60]","[40, 40]","[50, 50]","[60, 50]",up,"2,3",NULL
1354460734.839,"2012-12-02 15:05:41",015720,21,4021,3210,"[40, 40]","[10, 60]","[60, 10]","[50, 50]",up,"3,2",NULL
1354460741.401,"2012-12-02 15:05:46",015720,22,3102,0123,"[70, 70]","[60, 30]","[30, 60]","[0, 0]",down,"2,3",NULL
1354460746.762,"2012-12-02 15:05:52",015720,23,3073,1032,"[60, 30]","[50, 50]","[0, 0]","[30, 60]",down,"3,2",NULL
1354460752.711,"2012-12-02 15:06:00",015720,24,2063,3210,"[40, 40]","[70, 60]","[60, 70]","[30, 30]",down,"1,0",NULL
1354460760.369,"2012-12-02 15:06:10",015720,25,2122,3210,"[40, 40]","[50, 60]","[60, 50]","[90, 90]",up,"3,2",NULL
1354460770.188,"2012-12-02 15:06:16",015720,26,4063,3210,"[40, 40]","[70, 80]","[80, 70]","[50, 50]",up,"3,2",NULL
1354460776.912,"2012-12-02 15:06:23",015720,27,2031,3210,"[40, 40]","[10, 60]","[60, 10]","[30, 30]",up,"3,2",NULL
1354460783.719,"2012-12-02 15:06:33",015720,28,3164,2301,"[30, 60]","[40, 40]","[70, 70]","[60, 30]",up,"2,3",NULL
1354460793.901,"2012-12-02 15:06:43",015720,29,1154,3210,"[60, 60]","[30, 40]","[40, 30]","[50, 50]",up,"3,2",NULL
1354460803.315,"2012-12-02 15:08:32",015720,30,4122,3210,"[40, 40]","[50, 20]","[20, 50]","[50, 50]",down,"1,0",NULL
1354460912.572,"2012-12-02 15:08:39",015720,31,1031,0123,"[50, 50]","[80, 30]","[30, 80]","[60, 60]",down,"2,3",NULL
1354460919.145,"2012-12-02 15:08:46",015720,32,2134,0123,"[90, 90]","[60, 30]","[30, 60]","[40, 40]",down,"2,3",NULL
1354460926.227,"2012-12-02 15:08:52",015720,33,3083,1032,"[60, 30]","[50, 50]","[20, 20]","[30, 60]",down,"3,2",NULL
1354460932.068,"2012-12-02 15:08:59",015720,34,1021,3210,"[60, 60]","[30, 60]","[60, 30]","[50, 50]",up,"3,2",NULL
1354460940.038,"2012-12-02 15:09:04",015720,35,1092,3210,"[20, 20]","[30, 40]","[40, 30]","[50, 50]",up,"3,2",NULL
1354460945.024,"2012-12-02 15:09:12",015720,36,1122,1032,"[20, 30]","[50, 50]","[20, 20]","[30, 20]",up,"1,0",NULL
1354460952.248,"2012-12-02 15:09:21",015720,37,2092,0123,"[70, 70]","[60, 50]","[50, 60]","[40, 40]",down,"2,3",NULL
1354460961.429,"2012-12-02 15:09:31",015720,38,4053,3210,"[40, 40]","[50, 80]","[80, 50]","[50, 50]",up,"3,2",NULL
1354460971.186,"2012-12-02 15:09:37",015720,39,2073,1032,"[60, 70]","[50, 50]","[40, 40]","[70, 60]",up,"1,0",NULL
1354460977.385,"2012-12-02 15:10:34",015720,40,2011,3210,"[40, 40]","[30, 60]","[60, 30]","[50, 50]",up,"3,2",NULL
1354461034.758,"2012-12-02 15:10:39",015720,41,4092,0123,"[50, 50]","[40, 50]","[50, 40]","[40, 40]",up,"0,1",NULL
1354461039.599,"2012-12-02 15:10:45",015720,42,1041,3210,"[40, 40]","[30, 80]","[80, 30]","[50, 50]",up,"3,2",NULL
1354461045.815,"2012-12-02 15:10:52",015720,43,3031,0123,"[30, 30]","[60, 30]","[30, 60]","[60, 60]",down,"2,3",NULL
1354461052.939,"2012-12-02 15:10:57",015720,44,2053,3210,"[40, 40]","[50, 60]","[60, 50]","[30, 30]",up,"3,2",NULL
1354461057.213,"2012-12-02 15:11:04",015720,45,1112,1032,"[20, 30]","[50, 50]","[0, 0]","[30, 20]",up,"1,0",NULL
1354461064.17,"2012-12-02 15:11:10",015720,46,1144,0123,"[50, 50]","[20, 30]","[30, 20]","[60, 60]",up,"0,1",NULL
1354461070.869,"2012-12-02 15:11:15",015720,47,2112,0123,"[90, 90]","[60, 70]","[70, 60]","[40, 40]",up,"0,1",NULL
1354461075.577,"2012-12-02 15:11:21",015720,48,4144,1032,"[20, 10]","[50, 50]","[40, 40]","[10, 20]",down,"3,2",NULL
1354461081.267,"2012-12-02 15:11:27",015720,49,1102,2301,"[30, 40]","[0, 0]","[50, 50]","[40, 30]",up,"2,3",NULL
1354461087.899,"2012-12-02 15:12:13",015720,50,3112,2301,"[30, 60]","[0, 0]","[90, 90]","[60, 30]",up,"2,3",NULL
1354461133.683,"2012-12-02 15:12:19",015720,51,1011,3210,"[40, 40]","[30, 60]","[60, 30]","[50, 50]",up,"3,2",NULL
1354461139.574,"2012-12-02 15:12:25",015720,52,3134,1032,"[60, 30]","[90, 90]","[40, 40]","[30, 60]",down,"3,2",NULL
1354461145.248,"2012-12-02 15:12:30",015720,53,3041,1032,"[60, 30]","[30, 30]","[40, 40]","[30, 60]",down,"3,2",NULL
1354461150.513,"2012-12-02 15:12:37",015720,54,3021,3210,"[60, 60]","[30, 60]","[60, 30]","[50, 50]",up,"3,2",NULL
1354461157.637,"2012-12-02 15:12:45",015720,55,1134,3210,"[40, 40]","[30, 20]","[20, 30]","[50, 50]",down,"1,0",NULL
1354461165.261,"2012-12-02 15:12:57",015720,56,3053,0123,"[30, 30]","[60, 30]","[30, 60]","[20, 20]",down,"2,3",NULL
1354461177.125,"2012-12-02 15:13:02",015720,57,3011,2301,"[30, 60]","[40, 40]","[50, 50]","[60, 30]",up,"2,3",NULL
1354461182.537,"2012-12-02 15:13:11",015720,58,3144,3210,"[60, 60]","[30, 60]","[60, 30]","[90, 90]",up,"3,2",NULL
1354461191.123,"2012-12-02 15:13:15",015720,59,2164,3210,"[40, 40]","[30, 60]","[60, 30]","[70, 70]",up,"3,2",NULL
1354461195.564,"2012-12-02 15:14:13",015720,60,3092,3210,"[20, 20]","[30, 60]","[60, 30]","[70, 70]",up,"3,2",NULL
1354461253.663,"2012-12-02 15:14:18",015720,61,4073,1032,"[60, 70]","[50, 50]","[40, 40]","[70, 60]",up,"1,0",NULL
1354461258.178,"2012-12-02 15:14:24",015720,62,3154,2301,"[30, 60]","[60, 60]","[70, 70]","[60, 30]",up,"2,3",NULL
1354461264.527,"2012-12-02 15:14:31",015720,63,1083,0123,"[50, 50]","[60, 30]","[30, 60]","[20, 20]",down,"2,3",NULL
1354463936.158,"2012-12-02 16:00:36",016000,0,4112,0123,"[50, 50]","[70, 20]","[20, 70]","[40, 40]",left,"0,2",NULL
1354464036.254,"2012-12-02 16:00:39",016000,1,1164,2301,"[40, 30]","[40, 40]","[50, 50]","[30, 40]",right,"3,1",NULL
1354464039.679,"2012-12-02 16:00:42",016000,2,2102,1032,"[70, 60]","[70, 70]","[40, 40]","[60, 70]",left,"1,3",NULL
1354464042.77,"2012-12-02 16:00:45",016000,3,4102,0123,"[50, 50]","[70, 40]","[40, 70]","[40, 40]",left,"0,2",NULL
1354464045.945,"2012-12-02 16:00:48",016000,4,1073,3210,"[0, 0]","[60, 30]","[30, 60]","[50, 50]",right,"2,0",NULL
1354464049.052,"2012-12-02 16:00:54",016000,5,1144,0123,"[50, 50]","[30, 20]","[20, 30]","[60, 60]",left,"0,2",NULL
1354464054.426,"2012-12-02 16:00:58",016000,6,2021,3210,"[40, 40]","[60, 10]","[10, 60]","[50, 50]",left,"3,1",NULL
1354464058.971,"2012-12-02 16:01:04",016000,7,1021,2301,"[60, 30]","[60, 60]","[50, 50]","[30, 60]",right,"3,1",NULL
1354464064.391,"2012-12-02 16:01:09",016000,8,1122,2301,"[20, 30]","[20, 20]","[50, 50]","[30, 20]",left,"2,0",NULL
1354464069.432,"2012-12-02 16:01:20",016000,9,3021,1032,"[30, 60]","[50, 50]","[60, 60]","[60, 30]",left,"1,3",NULL
1354464080.247,"2012-12-02 16:02:15",016000,10,1063,2301,"[80, 30]","[0, 0]","[50, 50]","[30, 80]",left,"2,0",NULL
1354464135.512,"2012-12-02 16:02:18",016000,11,1083,1032,"[30, 60]","[50, 50]","[20, 20]","[60, 30]",right,"0,2",NULL
1354464138.961,"2012-12-02 16:02:22",016000,12,4122,0123,"[50, 50]","[50, 20]","[20, 50]","[40, 40]",left,"0,2",NULL
1354464142.844,"2012-12-02 16:02:25",016000,13,2073,0123,"[50, 50]","[70, 60]","[60, 70]","[40, 40]",left,"0,2",NULL
1354464145.944,"2012-12-02 16:02:31",016000,14,3063,3210,"[0, 0]","[60, 30]","[30, 60]","[30, 30]",left,"3,1",NULL
1354464151.435,"2012-12-02 16:02:40",016000,15,3092,3210,"[20, 20]","[60, 30]","[30, 60]","[70, 70]",right,"2,0",NULL
1354464160.25,"2012-12-02 16:02:43",016000,16,4031,0123,"[50, 50]","[10, 80]","[80, 10]","[40, 40]",right,"1,3",NULL
1354464163.533,"2012-12-02 16:02:46",016000,17,2134,3210,"[40, 40]","[60, 30]","[30, 60]","[90, 90]",left,"3,1",NULL
1354464166.749,"2012-12-02 16:02:55",016000,18,3112,2301,"[60, 30]","[0, 0]","[90, 90]","[30, 60]",right,"3,1",NULL
1354464175.489,"2012-12-02 16:02:59",016000,19,1154,1032,"[30, 40]","[50, 50]","[60, 60]","[40, 30]",right,"0,2",NULL
1354464179.988,"2012-12-02 16:04:15",016000,20,2053,0123,"[30, 30]","[50, 60]","[60, 50]","[40, 40]",right,"1,3",NULL
1354464255.433,"2012-12-02 16:04:24",016000,21,4134,2301,"[20, 30]","[40, 40]","[50, 50]","[30, 20]",right,"3,1",NULL
1354464264.332,"2012-12-02 16:04:28",016000,22,2144,3210,"[40, 40]","[60, 10]","[10, 60]","[90, 90]",left,"3,1",NULL
1354464268.082,"2012-12-02 16:04:35",016000,23,2164,2301,"[60, 30]","[40, 40]","[70, 70]","[30, 60]",right,"3,1",NULL
1354464275.539,"2012-12-02 16:04:40",016000,24,3053,1032,"[30, 60]","[30, 30]","[20, 20]","[60, 30]",left,"1,3",NULL
1354464280.571,"2012-12-02 16:04:44",016000,25,4164,1032,"[30, 40]","[50, 50]","[40, 40]","[40, 30]",right,"0,2",NULL
1354464284.22,"2012-12-02 16:04:51",016000,26,1112,3210,"[0, 0]","[20, 30]","[30, 20]","[50, 50]",right,"2,0",NULL
1354464291.411,"2012-12-02 16:04:59",016000,27,4021,1032,"[10, 60]","[50, 50]","[40, 40]","[60, 10]",right,"0,2",NULL
1354464299.592,"2012-12-02 16:05:10",016000,28,2063,1032,"[70, 60]","[30, 30]","[40, 40]","[60, 70]",left,"1,3",NULL
1354464310.474,"2012-12-02 16:05:16",016000,29,4063,3210,"[40, 40]","[80, 70]","[70, 80]","[50, 50]",right,"2,0",NULL
1354464316.956,"2012-12-02 16:06:36",016000,30,1031,2301,"[80, 30]","[60, 60]","[50, 50]","[30, 80]",right,"3,1",NULL
1354464396.55,"2012-12-02 16:06:40",016000,31,4073,2301,"[60, 70]","[40, 40]","[50, 50]","[70, 60]",left,"2,0",NULL
1354464400.925,"2012-12-02 16:06:46",016000,32,4011,3210,"[40, 40]","[60, 30]","[30, 60]","[50, 50]",left,"3,1",NULL
1354464406.866,"2012-12-02 16:06:52",016000,33,1102,0123,"[50, 50]","[30, 40]","[40, 30]","[0, 0]",right,"1,3",NULL
1354464412.665,"2012-12-02 16:06:58",016000,34,3031,1032,"[30, 60]","[30, 30]","[60, 60]","[60, 30]",left,"1,3",NULL
1354464418.705,"2012-12-02 16:07:04",016000,35,1134,1032,"[30, 20]","[50, 50]","[40, 40]","[20, 30]",right,"0,2",NULL
1354464425.054,"2012-12-02 16:07:08",016000,36,3122,1032,"[30, 60]","[90, 90]","[20, 20]","[60, 30]",left,"1,3",NULL
1354464428.253,"2012-12-02 16:07:14",016000,37,1092,1032,"[30, 40]","[50, 50]","[20, 20]","[40, 30]",right,"0,2",NULL
1354464435.01,"2012-12-02 16:07:20",016000,38,2154,0123,"[70, 70]","[10, 60]","[60, 10]","[40, 40]",left,"0,2",NULL
1354464440.459,"2012-12-02 16:07:23",016000,39,3164,1032,"[30, 60]","[70, 70]","[40, 40]","[60, 30]",right,"0,2",NULL
1354464443.868,"2012-12-02 16:09:20",016000,40,1011,3210,"[40, 40]","[60, 30]","[30, 60]","[50, 50]",left,"3,1",NULL
1354464560.656,"2012-12-02 16:09:27",016000,41,3073,2301,"[60, 30]","[0, 0]","[50, 50]","[30, 60]",left,"2,0",NULL
1354464568.062,"2012-12-02 16:09:31",016000,42,3011,1032,"[30, 60]","[50, 50]","[40, 40]","[60, 30]",left,"1,3",NULL
1354464571.804,"2012-12-02 16:09:40",016000,43,3154,2301,"[60, 30]","[60, 60]","[70, 70]","[30, 60]",right,"3,1",NULL
1354464581.043,"2012-12-02 16:09:48",016000,44,2041,0123,"[30, 30]","[30, 60]","[60, 30]","[40, 40]",right,"1,3",NULL
1354464588.342,"2012-12-02 16:09:56",016000,45,1041,3210,"[40, 40]","[80, 30]","[30, 80]","[50, 50]",left,"3,1",NULL
1354464596.866,"2012-12-02 16:10:00",016000,46,4144,0123,"[50, 50]","[10, 20]","[20, 10]","[40, 40]",left,"0,2",NULL
1354464600.49,"2012-12-02 16:10:08",016000,47,3102,2301,"[60, 30]","[0, 0]","[70, 70]","[30, 60]",left,"2,0",NULL
1354464608.498,"2012-12-02 16:10:12",016000,48,4154,0123,"[50, 50]","[10, 40]","[40, 10]","[40, 40]",right,"1,3",NULL
1354464612.713,"2012-12-02 16:10:19",016000,49,3083,1032,"[30, 60]","[50, 50]","[20, 20]","[60, 30]",left,"1,3",NULL
1354464619.428,"2012-12-02 16:11:12",016000,50,2092,0123,"[70, 70]","[50, 60]","[60, 50]","[40, 40]",left,"0,2",NULL
1354464672.877,"2012-12-02 16:11:17",016000,51,4041,0123,"[50, 50]","[30, 80]","[80, 30]","[40, 40]",right,"1,3",NULL
1354464677.393,"2012-12-02 16:11:20",016000,52,2031,3210,"[40, 40]","[60, 10]","[10, 60]","[30, 30]",left,"3,1",NULL
1354464680.976,"2012-12-02 16:11:30",016000,53,2112,2301,"[60, 70]","[40, 40]","[90, 90]","[70, 60]",left,"2,0",NULL
1354464690.583,"2012-12-02 16:11:34",016000,54,1053,3210,"[20, 20]","[80, 30]","[30, 80]","[50, 50]",right,"2,0",NULL
1354464695.024,"2012-12-02 16:11:42",016000,55,3144,3210,"[60, 60]","[60, 30]","[30, 60]","[90, 90]",left,"3,1",NULL
1354464702.189,"2012-12-02 16:11:51",016000,56,2011,2301,"[60, 30]","[40, 40]","[50, 50]","[30, 60]",right,"3,1",NULL
1354464711.529,"2012-12-02 16:11:59",016000,57,4053,1032,"[50, 80]","[50, 50]","[40, 40]","[80, 50]",right,"0,2",NULL
1354464720.019,"2012-12-02 16:12:05",016000,58,4083,2301,"[60, 50]","[40, 40]","[50, 50]","[50, 60]",left,"2,0",NULL
1354464725.643,"2012-12-02 16:12:09",016000,59,4092,2301,"[40, 50]","[40, 40]","[50, 50]","[50, 40]",left,"2,0",NULL
1354464730.026,"2012-12-02 16:13:53",016000,60,2083,3210,"[40, 40]","[60, 50]","[50, 60]","[50, 50]",right,"2,0",NULL
1354464833.55,"2012-12-02 16:14:02",016000,61,3134,1032,"[30, 60]","[90, 90]","[40, 40]","[60, 30]",left,"1,3",NULL
1354464842.207,"2012-12-02 16:14:11",016000,62,2122,2301,"[60, 50]","[40, 40]","[90, 90]","[50, 60]",left,"2,0",NULL
1354464851.647,"2012-12-02 16:14:20",016000,63,3041,2301,"[60, 30]","[40, 40]","[30, 30]","[30, 60]",left,"2,0",NULL
1354543667.635,"2012-12-03 14:08:50",017872,0,1083,0123,"[50, 50]","[30, 60]","[60, 30]","[20, 20]",up,"0,1",NULL
1354543730.623,"2012-12-03 14:08:56",017872,1,2164,3210,"[40, 40]","[60, 30]","[30, 60]","[70, 70]",down,"1,0",NULL
1354543736.475,"2012-12-03 14:09:02",017872,2,2031,3210,"[40, 40]","[60, 10]","[10, 60]","[30, 30]",up,"3,2",NULL
1354543742.544,"2012-12-03 14:09:12",017872,3,4031,3210,"[40, 40]","[80, 10]","[10, 80]","[50, 50]",up,"3,2",NULL
1354543752.323,"2012-12-03 14:09:25",017872,4,1021,3210,"[60, 60]","[60, 30]","[30, 60]","[50, 50]",down,"1,0",NULL
1354543765.412,"2012-12-03 14:09:31",017872,5,3102,2301,"[60, 30]","[0, 0]","[70, 70]","[30, 60]",down,"0,1",NULL
1354543771.894,"2012-12-03 14:09:40",017872,6,3164,2301,"[60, 30]","[40, 40]","[70, 70]","[30, 60]",down,"0,1",NULL
1354543780.672,"2012-12-03 14:09:49",017872,7,3083,1032,"[30, 60]","[50, 50]","[20, 20]","[60, 30]",up,"1,0",NULL
1354543789.208,"2012-12-03 14:09:57",017872,8,3041,3210,"[40, 40]","[60, 30]","[30, 60]","[30, 30]",up,"3,2",NULL
1354543797.248,"2012-12-03 14:10:07",017872,9,2053,0123,"[30, 30]","[50, 60]","[60, 50]","[40, 40]",down,"2,3",NULL
1354543807.596,"2012-12-03 14:12:14",017872,10,2144,2301,"[60, 10]","[40, 40]","[90, 90]","[10, 60]",down,"0,1",NULL
1354543934.566,"2012-12-03 14:12:34",017872,11,3021,1032,"[30, 60]","[50, 50]","[60, 60]","[60, 30]",down,"3,2",NULL
1354543954.774,"2012-12-03 14:13:00",017872,12,2073,0123,"[50, 50]","[70, 60]","[60, 70]","[40, 40]",up,"0,1",NULL
1354543980.583,"2012-12-03 14:13:14",017872,13,3053,3210,"[20, 20]","[60, 30]","[30, 60]","[30, 30]",down,"1,0",NULL
1354543994.339,"2012-12-03 14:13:25",017872,14,4073,1032,"[70, 60]","[50, 50]","[40, 40]","[60, 70]",down,"3,2",NULL
1354544005.756,"2012-12-03 14:13:31",017872,15,4041,2301,"[80, 30]","[40, 40]","[50, 50]","[30, 80]",up,"2,3",NULL
1354544011.626,"2012-12-03 14:13:51",017872,16,1063,1032,"[30, 80]","[50, 50]","[0, 0]","[80, 30]",up,"1,0",NULL
1354544031.177,"2012-12-03 14:14:05",017872,17,1134,1032,"[30, 20]","[50, 50]","[40, 40]","[20, 30]",up,"1,0",NULL
1354544045.539,"2012-12-03 14:14:25",017872,18,4164,2301,"[40, 30]","[40, 40]","[50, 50]","[30, 40]",up,"2,3",NULL
1354544065.622,"2012-12-03 14:14:44",017872,19,2063,1032,"[70, 60]","[30, 30]","[40, 40]","[60, 70]",down,"3,2",NULL
1354544084.241,"2012-12-03 14:16:43",017872,20,4122,1032,"[50, 20]","[50, 50]","[40, 40]","[20, 50]",up,"1,0",NULL
1354544203.995,"2012-12-03 14:16:58",017872,21,4154,2301,"[40, 10]","[40, 40]","[50, 50]","[10, 40]",down,"0,1",NULL
1354544218.845,"2012-12-03 14:17:06",017872,22,1102,3210,"[0, 0]","[40, 30]","[30, 40]","[50, 50]",down,"1,0",NULL
1354544226.513,"2012-12-03 14:17:14",017872,23,2134,3210,"[40, 40]","[60, 30]","[30, 60]","[90, 90]",down,"1,0",NULL
1354544234.336,"2012-12-03 14:17:28",017872,24,1144,3210,"[60, 60]","[20, 30]","[30, 20]","[50, 50]",up,"3,2",NULL
1354544248.942,"2012-12-03 14:17:40",017872,25,3031,3210,"[60, 60]","[60, 30]","[30, 60]","[30, 30]",up,"3,2",NULL
1354544260.918,"2012-12-03 14:18:05",017872,26,4112,1032,"[70, 20]","[50, 50]","[40, 40]","[20, 70]",up,"1,0",NULL
1354544285.222,"2012-12-03 14:18:22",017872,27,4063,0123,"[50, 50]","[70, 80]","[80, 70]","[40, 40]",up,"0,1",NULL
1354544302.539,"2012-12-03 14:18:32",017872,28,2154,1032,"[10, 60]","[70, 70]","[40, 40]","[60, 10]",up,"1,0",NULL
1354544312.498,"2012-12-03 14:18:44",017872,29,2083,3210,"[40, 40]","[60, 50]","[50, 60]","[50, 50]",down,"1,0",NULL
1354544324.232,"2012-12-03 14:22:15",017872,30,3122,2301,"[60, 30]","[20, 20]","[90, 90]","[30, 60]",down,"0,1",NULL
1354544535.393,"2012-12-03 14:22:30",017872,31,1154,1032,"[30, 40]","[50, 50]","[60, 60]","[40, 30]",down,"3,2",NULL
1354544550.84,"2012-12-03 14:22:44",017872,32,1041,0123,"[50, 50]","[30, 80]","[80, 30]","[40, 40]",up,"0,1",NULL
1354544564.266,"2012-12-03 14:22:52",017872,33,4053,3210,"[40, 40]","[80, 50]","[50, 80]","[50, 50]",up,"3,2",NULL
1354544572.728,"2012-12-03 14:22:56",017872,34,1073,3210,"[0, 0]","[60, 30]","[30, 60]","[50, 50]",down,"1,0",NULL
1354544577.018,"2012-12-03 14:23:07",017872,35,3112,3210,"[0, 0]","[60, 30]","[30, 60]","[90, 90]",down,"1,0",NULL
1354544587.92,"2012-12-03 14:23:16",017872,36,1031,1032,"[30, 80]","[50, 50]","[60, 60]","[80, 30]",up,"1,0",NULL
1354544596.158,"2012-12-03 14:23:20",017872,37,3063,2301,"[60, 30]","[0, 0]","[30, 30]","[30, 60]",down,"0,1",NULL
1354544600.182,"2012-12-03 14:23:39",017872,38,1092,3210,"[20, 20]","[40, 30]","[30, 40]","[50, 50]",down,"1,0",NULL
1354544619.69,"2012-12-03 14:23:47",017872,39,3073,1032,"[30, 60]","[50, 50]","[0, 0]","[60, 30]",up,"1,0",NULL
1354544627.289,"2012-12-03 14:24:56",017872,40,1122,0123,"[50, 50]","[30, 20]","[20, 30]","[20, 20]",up,"0,1",NULL
1354544697.048,"2012-12-03 14:25:07",017872,41,3154,2301,"[60, 30]","[60, 60]","[70, 70]","[30, 60]",down,"0,1",NULL
1354544707.625,"2012-12-03 14:25:23",017872,42,1053,0123,"[50, 50]","[30, 80]","[80, 30]","[20, 20]",up,"0,1",NULL
1354544723.277,"2012-12-03 14:25:45",017872,43,2021,1032,"[10, 60]","[50, 50]","[40, 40]","[60, 10]",up,"1,0",NULL
